"from","to","pval","rep","Tmax","strength","effect"
"s5","s1",0.128,18,20,0.2,0.93591922604917
"s5","s2",0.13,18,20,0.2,0.96358929936496
"s5","s3",0.003,18,20,0.2,2.23678665791872
"s5","s4",0.36,18,20,0.2,-0.17149326395001
"s1","s2",0.477,19,20,0.2,0.0620878943899807
"s1","s3",0.002,19,20,0.2,-4.05951602658449
"s1","s4",0.317,19,20,0.2,-0.23241939810683
"s1","s5",0.511,19,20,0.2,0
"s2","s1",0.061,19,20,0.2,0.93498241119309
"s2","s3",0.002,19,20,0.2,-2.00341731303412
"s2","s4",0.216,19,20,0.2,-0.43445106368316
"s2","s5",0.015,19,20,0.2,1.96246663445371
"s3","s1",0.122,19,20,0.2,0.676915951441191
"s3","s2",0.317,19,20,0.2,-0.18280905970261
"s3","s4",0.104,19,20,0.2,-1.58842254890091
"s3","s5",0.024,19,20,0.2,-1.95073529210388
"s4","s1",0.293,19,20,0.2,0.38961382744971
"s4","s2",0.389,19,20,0.2,0.21139058184477
"s4","s3",0.251,19,20,0.2,0.20467037431637
"s4","s5",0.502,19,20,0.2,0
"s5","s1",0.141,19,20,0.2,0.7445929657905
"s5","s2",0.487,19,20,0.2,0.0198068658081603
"s5","s3",0.406,19,20,0.2,0.67314811492641
"s5","s4",0.309,19,20,0.2,-0.42302074734444
"s1","s2",0.345,20,20,0.2,0.15668606561366
"s1","s3",0.088,20,20,0.2,-0.49579090518138
"s1","s4",0.004,20,20,0.2,-2.71418605749448
"s1","s5",0.144,20,20,0.2,-0.45528640290809
"s2","s1",0.005,20,20,0.2,1.92287726774235
"s2","s3",0.037,20,20,0.2,-1.12830907908003
"s2","s4",0.001,20,20,0.2,-1.42974786241455
"s2","s5",0.477,20,20,0.2,0.0480681062537198
"s3","s1",0.417,20,20,0.2,0.0457367443360401
"s3","s2",0.004,20,20,0.2,1.39183080891204
"s3","s4",0.263,20,20,0.2,-0.42057780882452
"s3","s5",0.398,20,20,0.2,0.32300965422494
"s4","s1",0.128,20,20,0.2,-1.65483078368216
"s4","s2",0.005,20,20,0.2,1.01761782540849
"s4","s3",0.432,20,20,0.2,0.13043521390748
"s4","s5",0.217,20,20,0.2,0.76402105766583
"s5","s1",0.239,20,20,0.2,-0.44277780232562
"s5","s2",0.138,20,20,0.2,0.66443455965612
"s5","s3",0.279,20,20,0.2,-0.63246647530612
"s5","s4",0.043,20,20,0.2,1.21302737653517
"s1","s2",0.001,21,20,0.2,-2.59620150953987
"s1","s3",0.302,21,20,0.2,0.41084568168771
"s1","s4",0.146,21,20,0.2,0.65205969042907
"s1","s5",0.288,21,20,0.2,-0.95301605069008
"s2","s1",0.249,21,20,0.2,-0.48731436531488
"s2","s3",0.054,21,20,0.2,-0.80144669663804
"s2","s4",0.021,21,20,0.2,-0.96750391067717
"s2","s5",0.299,21,20,0.2,0.40893800050721
"s3","s1",0.011,21,20,0.2,1.35698538038469
"s3","s2",0.407,21,20,0.2,-0.12277764158484
"s3","s4",0.338,21,20,0.2,0.30503700050645
"s3","s5",0.42,21,20,0.2,-0.13607904863773
"s4","s1",0.312,21,20,0.2,0.37728701311223
"s4","s2",0.387,21,20,0.2,0.26867406169405
"s4","s3",0.01,21,20,0.2,-0.93217028079683
"s4","s5",0.469,21,20,0.2,0.0210747660293102
"s5","s1",0.251,21,20,0.2,0.60275170874278
"s5","s2",0.138,21,20,0.2,-0.8584635258342
"s5","s3",0.191,21,20,0.2,0.45845955672275
"s5","s4",0.233,21,20,0.2,-0.90938338125925
"s1","s2",0.065,22,20,0.2,-1.20759344697935
"s1","s3",0.296,22,20,0.2,-0.4427738520706
"s1","s4",0.309,22,20,0.2,0.48692062542855
"s1","s5",0.21,22,20,0.2,-0.67648393207107
"s2","s1",0.069,22,20,0.2,1.13159904138772
"s2","s3",0.018,22,20,0.2,-2.04860780932748
"s2","s4",0.032,22,20,0.2,-1.66781238694479
"s2","s5",0.324,22,20,0.2,-0.22697893413851
"s3","s1",0.191,22,20,0.2,-0.74906886330015
"s3","s2",0.439,22,20,0.2,-0.0650075095237499
"s3","s4",0.363,22,20,0.2,-0.31755075799562
"s3","s5",0.198,22,20,0.2,0.60380013511637
"s4","s1",0.118,22,20,0.2,0.68208213193935
"s4","s2",0.499,22,20,0.2,0.0668425921342894
"s4","s3",0.089,22,20,0.2,0.815616491890149
"s4","s5",0.325,22,20,0.2,-0.2465602734819
"s5","s1",0.362,22,20,0.2,0.20308595251903
"s5","s2",0.308,22,20,0.2,0.77086042601825
"s5","s3",0.249,22,20,0.2,0.25883920816886
"s5","s4",0.341,22,20,0.2,-0.332394590928089
"s1","s2",0.018,23,20,0.2,-1.06689706236926
"s1","s3",0.266,23,20,0.2,-0.48332586688145
"s1","s4",0.189,23,20,0.2,0.21611093942951
"s1","s5",0.232,23,20,0.2,0.583557294128179
"s2","s1",0.37,23,20,0.2,0.16839215851683
"s2","s3",0.278,23,20,0.2,-0.3516725955781
"s2","s4",0.338,23,20,0.2,0.13704879383483
"s2","s5",0.037,23,20,0.2,1.8116644063403
"s3","s1",0.432,23,20,0.2,-0.1912557926743
"s3","s2",0.451,23,20,0.2,0.0655099041313201
"s3","s4",0.378,23,20,0.2,-0.22179684420853
"s3","s5",0.242,23,20,0.2,0.99228543447704
"s4","s1",0.151,23,20,0.2,0.47990022044322
"s4","s2",0.087,23,20,0.2,-1.21488956637042
"s4","s3",0.402,23,20,0.2,0.10682053705233
"s4","s5",0.111,23,20,0.2,-1.43275916345395
"s5","s1",0.092,23,20,0.2,-1.14881193697354
"s5","s2",0.062,23,20,0.2,1.77389882302315
"s5","s3",0.466,23,20,0.2,0.0302206328851198
"s5","s4",0.121,23,20,0.2,0.95289737252875
"s1","s2",0.012,24,20,0.2,-2.58323116402576
"s1","s3",0.437,24,20,0.2,0.0959316689615202
"s1","s4",0.283,24,20,0.2,-0.35781130192417
"s1","s5",0.307,24,20,0.2,-0.710879411866809
"s2","s1",0.095,24,20,0.2,0.72956267476847
"s2","s3",0.251,24,20,0.2,0.45277608308038
"s2","s4",0.024,24,20,0.2,-1.74234544201178
"s2","s5",0.479,24,20,0.2,-0.00722079917209983
"s3","s1",0.362,24,20,0.2,0.33008015200186
"s3","s2",0.11,24,20,0.2,0.63741124348674
"s3","s4",0.136,24,20,0.2,0.897416390729919
"s3","s5",0.366,24,20,0.2,-0.20817333383983
"s4","s1",0.346,24,20,0.2,0.26934007320881
"s4","s2",0.42,24,20,0.2,-0.15083697236602
"s4","s3",0.022,24,20,0.2,-2.17679672503581
"s4","s5",0.096,24,20,0.2,-0.77392825078602
"s5","s1",0.282,24,20,0.2,0.85167998076169
"s5","s2",0.32,24,20,0.2,0.37055811505662
"s5","s3",0.032,24,20,0.2,-1.06357222679728
"s5","s4",0.463,24,20,0.2,-0.0613560118952501
"s1","s2",0.203,25,20,0.2,0.47958347193778
"s1","s3",0.462,25,20,0.2,-0.0560356537647002
"s1","s4",0.381,25,20,0.2,-0.27048378441273
"s1","s5",0.413,25,20,0.2,0.10511866656099
"s2","s1",0.437,25,20,0.2,0.07357720602156
"s2","s3",0.004,25,20,0.2,-2.00009886181525
"s2","s4",0.247,25,20,0.2,-0.46770981109232
"s2","s5",0.304,25,20,0.2,0.66986181656312
"s3","s1",0.136,25,20,0.2,-0.63747723241664
"s3","s2",0.333,25,20,0.2,0.28443652203035
"s3","s4",0.387,25,20,0.2,-0.18684140318949
"s3","s5",0.413,25,20,0.2,0.0820988410082197
"s4","s1",0.072,25,20,0.2,-0.75029175984839
"s4","s2",0.324,25,20,0.2,-0.21889561749652
"s4","s3",0.156,25,20,0.2,-0.7770057778974
"s4","s5",0.37,25,20,0.2,-0.26092599994292
"s5","s1",0.068,25,20,0.2,-2.61363522743535
"s5","s2",0.314,25,20,0.2,0.54583445539305
"s5","s3",0.353,25,20,0.2,-0.583342620861031
"s5","s4",0.408,25,20,0.2,-0.15677967334675
"s1","s2",0.033,26,20,0.2,-0.81780425455312
"s1","s3",0.349,26,20,0.2,-0.15245551358068
"s1","s4",0.39,26,20,0.2,-0.0948529165144201
"s1","s5",0.154,26,20,0.2,0.61026180945839
"s2","s1",0.304,26,20,0.2,0.20566808521636
"s2","s3",0.045,26,20,0.2,-1.04850071719266
"s2","s4",0.081,26,20,0.2,-0.58488534915132
"s2","s5",0.442,26,20,0.2,-0.0925086725744499
"s3","s1",0.3,26,20,0.2,0.27684751375185
"s3","s2",0.032,26,20,0.2,-0.7134154579706
"s3","s4",0.275,26,20,0.2,0.49429009366753
"s3","s5",0.194,26,20,0.2,-1.1060021205848
"s4","s1",0.038,26,20,0.2,1.17924974778979
"s4","s2",0.261,26,20,0.2,0.48260210033945
"s4","s3",0.342,26,20,0.2,-0.36156085714551
"s4","s5",0.273,26,20,0.2,0.37214045008598
"s5","s1",0.201,26,20,0.2,-0.37505476660898
"s5","s2",0.187,26,20,0.2,0.45216875746461
"s5","s3",0.332,26,20,0.2,-1.07348995198077
"s5","s4",0.252,26,20,0.2,-0.29255726293939
"s1","s2",0.452,27,20,0.2,0.11609542202436
"s1","s3",0.32,27,20,0.2,0.26113030336815
"s1","s4",0.295,27,20,0.2,-0.21491716763948
"s1","s5",0.155,27,20,0.2,-0.77821008392418
"s2","s1",0.287,27,20,0.2,0.45055336511257
"s2","s3",0.221,27,20,0.2,-0.51856868074077
"s2","s4",0.062,27,20,0.2,-0.50811579036862
"s2","s5",0.082,27,20,0.2,1.05615048526894
"s3","s1",0.135,27,20,0.2,1.4400011741146
"s3","s2",0.045,27,20,0.2,0.72315754951276
"s3","s4",0.088,27,20,0.2,1.4221876141006
"s3","s5",0.15,27,20,0.2,0.80568815143651
"s4","s1",0.007,27,20,0.2,1.79750826093709
"s4","s2",0.036,27,20,0.2,0.92790015948833
"s4","s3",0.177,27,20,0.2,-0.46708999514184
"s4","s5",0.152,27,20,0.2,-0.47814285169548
"s5","s1",0.379,27,20,0.2,0.39558462906939
"s5","s2",0.238,27,20,0.2,-0.39949767332437
"s5","s3",0.269,27,20,0.2,-0.26682135155435
"s5","s4",0.468,27,20,0.2,-0.0724656345444101
"s1","s2",0.153,28,20,0.2,0.47420183025212
"s1","s3",0.4,28,20,0.2,-0.197408212748
"s1","s4",0.453,28,20,0.2,-0.05703771160089
"s1","s5",0.534,28,20,0.2,0
"s2","s1",0.3,28,20,0.2,0.44934544351054
"s2","s3",0.009,28,20,0.2,-1.3269417369782
"s2","s4",0.023,28,20,0.2,-1.60650030820219
"s2","s5",0.384,28,20,0.2,-0.20832449444996
"s3","s1",0.202,28,20,0.2,0.45408198416959
"s3","s2",0.342,28,20,0.2,0.21989199316032
"s3","s4",0.005,28,20,0.2,-1.97852044846547
"s3","s5",0.39,28,20,0.2,-0.22028085426328
"s4","s1",0.337,28,20,0.2,-0.3895040830155
"s4","s2",0.013,28,20,0.2,-1.91302835861497
"s4","s3",0.232,28,20,0.2,0.60318278175144
"s4","s5",0.503,28,20,0.2,0
"s5","s1",0.294,28,20,0.2,-0.41602548186285
"s5","s2",0.345,28,20,0.2,0.53266335553626
"s5","s3",0.366,28,20,0.2,-0.20224680975041
"s5","s4",0.106,28,20,0.2,1.01998582256419
"s1","s2",0.287,29,20,0.2,0.5290684229168
"s1","s3",0.423,29,20,0.2,-0.1530403650767
"s1","s4",0.079,29,20,0.2,1.03751400695624
"s1","s5",0.353,29,20,0.2,0.30622510640216
"s2","s1",0.157,29,20,0.2,-1.14526719316643
"s2","s3",0.505,29,20,0.2,0
"s2","s4",0.496,29,20,0.2,-0.0034058169991793
"s2","s5",0.258,29,20,0.2,-0.76544702664766
"s3","s1",0.235,29,20,0.2,-0.42959815980342
"s3","s2",0.056,29,20,0.2,-0.83652916995228
"s3","s4",0.14,29,20,0.2,0.97549468197716
"s3","s5",0.502,29,20,0.2,0
"s4","s1",0.094,29,20,0.2,0.82564147534236
"s4","s2",0.342,29,20,0.2,0.35501840216033
"s4","s3",0.34,29,20,0.2,-0.43801279353882
"s4","s5",0.01,29,20,0.2,2.13417007103256
"s5","s1",0.203,29,20,0.2,0.9088179715289
"s5","s2",0.076,29,20,0.2,-1.71206311181116
"s5","s3",0.487,29,20,0.2,-0.0173556306705103
"s5","s4",0.34,29,20,0.2,-0.50072973430799
"s1","s2",0.211,30,20,0.2,0.64047664577071
"s1","s3",0.384,30,20,0.2,-0.25818661403794
"s1","s4",0.112,30,20,0.2,0.7297375455933
"s1","s5",0.01,30,20,0.2,-2.49252714828985
"s2","s1",0.17,30,20,0.2,-0.745026159885939
"s2","s3",0.003,30,20,0.2,-2.36220707871676
"s2","s4",0.117,30,20,0.2,-0.7673967092887
"s2","s5",0.298,30,20,0.2,0.48848545867823
"s3","s1",0.094,30,20,0.2,-0.76537038527226
"s3","s2",0.428,30,20,0.2,-0.17202277042956
"s3","s4",0.47,30,20,0.2,0.0721042222105801
"s3","s5",0.162,30,20,0.2,0.76892849233863
"s4","s1",0.302,30,20,0.2,-0.18603643676526
"s4","s2",0.026,30,20,0.2,1.71614209598804
"s4","s3",0.442,30,20,0.2,-0.18698222264039
"s4","s5",0.09,30,20,0.2,-1.30055259448981
"s5","s1",0.4,30,20,0.2,0.1910575226382
"s5","s2",0.438,30,20,0.2,-0.0639500592019706
"s5","s3",0.434,30,20,0.2,0.10839384153117
"s5","s4",0.442,30,20,0.2,-0.20244960776457
"s1","s2",0.012,1,20,0.5,-1.31325590093792
"s1","s3",0.086,1,20,0.5,-1.07229674109984
"s1","s4",0.341,1,20,0.5,-0.28904757314088
"s1","s5",0.103,1,20,0.5,0.8623477423806
"s2","s1",0.123,1,20,0.5,-0.46794279558062
"s2","s3",0.001,1,20,0.5,-1.70961614800423
"s2","s4",0.024,1,20,0.5,-0.99177411444457
"s2","s5",0.125,1,20,0.5,0.74424215555519
"s3","s1",0.278,1,20,0.5,0.45513124976314
"s3","s2",0.348,1,20,0.5,0.12279400290233
"s3","s4",0.446,1,20,0.5,-0.0486325392876101
"s3","s5",0.201,1,20,0.5,0.28986050073417
"s4","s1",0.13,1,20,0.5,-0.83905862643958
"s4","s2",0.185,1,20,0.5,0.43619368273796
"s4","s3",0.366,1,20,0.5,-0.22265844362934
"s4","s5",0.479,1,20,0.5,0.0685164343621603
"s5","s1",0.166,1,20,0.5,-1.28037973302725
"s5","s2",0.045,1,20,0.5,-1.00797766906914
"s5","s3",0.44,1,20,0.5,-0.12087502319678
"s5","s4",0.408,1,20,0.5,-0.10276232163705
"s1","s2",0.024,2,20,0.5,-2.18479270569904
"s1","s3",0.113,2,20,0.5,1.06184606249209
"s1","s4",0.131,2,20,0.5,-1.2061938644846
"s1","s5",0.488,2,20,0.5,0.0766244135942493
"s2","s1",0.456,2,20,0.5,0.20245527050839
"s2","s3",0.001,2,20,0.5,-1.8085549079536
"s2","s4",0.002,2,20,0.5,-1.181560742974
"s2","s5",0.472,2,20,0.5,-0.0409882943946203
"s3","s1",0.375,2,20,0.5,-0.19949736401928
"s3","s2",0.144,2,20,0.5,1.00645438831245
"s3","s4",0.068,2,20,0.5,-0.86667893818841
"s3","s5",0.216,2,20,0.5,0.43892242167621
"s4","s1",0.237,2,20,0.5,-0.547301589844321
"s4","s2",0.493,2,20,0.5,0.0320864786289201
"s4","s3",0.227,2,20,0.5,-0.31247444760563
"s4","s5",0.44,2,20,0.5,-0.09794332557163
"s5","s1",0.414,2,20,0.5,-0.10825767788246
"s5","s2",0.363,2,20,0.5,-0.2454929916873
"s5","s3",0.098,2,20,0.5,0.56551973950507
"s5","s4",0.322,2,20,0.5,0.54832910546655
"s1","s2",0.12,3,20,0.5,-1.00583157126051
"s1","s3",0.051,3,20,0.5,-1.59367509049425
"s1","s4",0.05,3,20,0.5,-1.29133676183007
"s1","s5",0.236,3,20,0.5,0.64501010339254
"s2","s1",0.213,3,20,0.5,-0.65612408703647
"s2","s3",0.001,3,20,0.5,-1.62867051063182
"s2","s4",0.113,3,20,0.5,-0.48287111691802
"s2","s5",0.385,3,20,0.5,0.14712399783294
"s3","s1",0.16,3,20,0.5,-0.32236569336
"s3","s2",0.26,3,20,0.5,-0.52689155037858
"s3","s4",0.161,3,20,0.5,-0.9721592448551
"s3","s5",0.106,3,20,0.5,-0.77186757414448
"s4","s1",0.282,3,20,0.5,0.24785286502236
"s4","s2",0.484,3,20,0.5,-0.02520684005041
"s4","s3",0.443,3,20,0.5,-0.08965250870301
"s4","s5",0.067,3,20,0.5,-1.47972669474131
"s5","s1",0.238,3,20,0.5,-0.36729808727108
"s5","s2",0.256,3,20,0.5,-0.36545905418185
"s5","s3",0.016,3,20,0.5,1.9407775336184
"s5","s4",0.262,3,20,0.5,-0.61385850705524
"s1","s2",0.001,4,20,0.5,-1.1662959597186
"s1","s3",0.223,4,20,0.5,-0.35852281052685
"s1","s4",0.14,4,20,0.5,-0.89192574618524
"s1","s5",0.484,4,20,0.5,0.0791356448080403
"s2","s1",0.264,4,20,0.5,0.6436575973452
"s2","s3",0.001,4,20,0.5,-1.16639133698985
"s2","s4",0.191,4,20,0.5,-0.3530155380946
"s2","s5",0.462,4,20,0.5,-0.0611681672648299
"s3","s1",0.31,4,20,0.5,-0.39664299616298
"s3","s2",0.116,4,20,0.5,0.8113216007803
"s3","s4",0.312,4,20,0.5,-0.18702706565056
"s3","s5",0.418,4,20,0.5,-0.19168644597542
"s4","s1",0.153,4,20,0.5,-1.41445260957398
"s4","s2",0.205,4,20,0.5,-0.52109465114383
"s4","s3",0.293,4,20,0.5,0.22566663616076
"s4","s5",0.261,4,20,0.5,0.84242662136345
"s5","s1",0.357,4,20,0.5,0.248204679629549
"s5","s2",0.264,4,20,0.5,-0.35735386142033
"s5","s3",0.083,4,20,0.5,-0.90608437047617
"s5","s4",0.07,4,20,0.5,-0.60348866094186
"s1","s2",0.001,5,20,0.5,-1.8501125301691
"s1","s3",0.334,5,20,0.5,-0.39543936809033
"s1","s4",0.238,5,20,0.5,-0.72390556983127
"s1","s5",0.331,5,20,0.5,0.38202784240924
"s2","s1",0.256,5,20,0.5,-0.54651393732948
"s2","s3",0.001,5,20,0.5,-2.11183260913776
"s2","s4",0.001,5,20,0.5,-1.79845175744954
"s2","s5",0.261,5,20,0.5,-0.59695605160627
"s3","s1",0.223,5,20,0.5,-0.30669705890287
"s3","s2",0.406,5,20,0.5,0.0725979184585204
"s3","s4",0.227,5,20,0.5,-0.53659166414935
"s3","s5",0.036,5,20,0.5,-1.17837315369884
"s4","s1",0.463,5,20,0.5,-0.0524825246895499
"s4","s2",0.283,5,20,0.5,0.2064550830207
"s4","s3",0.002,5,20,0.5,-1.85944901887108
"s4","s5",0.218,5,20,0.5,-0.53214547892964
"s5","s1",0.143,5,20,0.5,-0.7950031583049
"s5","s2",0.022,5,20,0.5,1.60747999473245
"s5","s3",0.015,5,20,0.5,1.10814610766893
"s5","s4",0.138,5,20,0.5,-0.632192802580871
"s1","s2",0.001,6,20,0.5,-2.1958837319436
"s1","s3",0.416,6,20,0.5,0.09167929826957
"s1","s4",0.189,6,20,0.5,-0.78143726437264
"s1","s5",0.234,6,20,0.5,0.49621482801979
"s2","s1",0.384,6,20,0.5,-0.34433770977665
"s2","s3",0.001,6,20,0.5,-1.44441885130811
"s2","s4",0.002,6,20,0.5,-1.77222777644213
"s2","s5",0.436,6,20,0.5,-0.0626206474083797
"s3","s1",0.336,6,20,0.5,-0.25075578677165
"s3","s2",0.176,6,20,0.5,-0.74472281833909
"s3","s4",0.271,6,20,0.5,0.26971269937931
"s3","s5",0.19,6,20,0.5,0.51469032230804
"s4","s1",0.209,6,20,0.5,-0.656300554063811
"s4","s2",0.057,6,20,0.5,0.81436273532073
"s4","s3",0.088,6,20,0.5,0.60818129699399
"s4","s5",0.016,6,20,0.5,0.96271261046327
"s5","s1",0.25,6,20,0.5,-0.64022593813067
"s5","s2",0.171,6,20,0.5,0.5750724714593
"s5","s3",0.108,6,20,0.5,0.77404240426219
"s5","s4",0.375,6,20,0.5,0.25224055569595
"s1","s2",0.218,7,20,0.5,-1.03516989247282
"s1","s3",0.149,7,20,0.5,0.97166935158288
"s1","s4",0.162,7,20,0.5,0.61479060076114
"s1","s5",0.022,7,20,0.5,-2.31276028348847
"s2","s1",0.11,7,20,0.5,-0.77801484034278
"s2","s3",0.008,7,20,0.5,-1.23650589953189
"s2","s4",0.005,7,20,0.5,-1.60382478261035
"s2","s5",0.358,7,20,0.5,-0.35974509526729
"s3","s1",0.295,7,20,0.5,-0.52488313538867
"s3","s2",0.426,7,20,0.5,-0.11488932476168
"s3","s4",0.186,7,20,0.5,0.47987838704349
"s3","s5",0.374,7,20,0.5,-0.14609652788317
"s4","s1",0.184,7,20,0.5,-0.74894763067144
"s4","s2",0.003,7,20,0.5,-2.23315959240514
"s4","s3",0.198,7,20,0.5,-0.51432690950597
"s4","s5",0.064,7,20,0.5,0.858788470045849
"s5","s1",0.469,7,20,0.5,-0.0999942395503899
"s5","s2",0.09,7,20,0.5,-1.12833613894759
"s5","s3",0.315,7,20,0.5,-0.4340296716899
"s5","s4",0.041,7,20,0.5,1.36614538840237
"s1","s2",0.001,8,20,0.5,-1.93864068335577
"s1","s3",0.239,8,20,0.5,-0.34210809509177
"s1","s4",0.146,8,20,0.5,-0.72420683673643
"s1","s5",0.199,8,20,0.5,-0.57681812892556
"s2","s1",0.41,8,20,0.5,0.11371657668737
"s2","s3",0.001,8,20,0.5,-1.57723035660308
"s2","s4",0.001,8,20,0.5,-1.92158623500568
"s2","s5",0.306,8,20,0.5,-0.20954435244596
"s3","s1",0.399,8,20,0.5,-0.16791631839803
"s3","s2",0.117,8,20,0.5,0.62166844623264
"s3","s4",0.305,8,20,0.5,0.24285802638995
"s3","s5",0.163,8,20,0.5,-0.60875391119917
"s4","s1",0.272,8,20,0.5,0.38797559918394
"s4","s2",0.171,8,20,0.5,-0.35198006910732
"s4","s3",0.443,8,20,0.5,-0.11981073576882
"s4","s5",0.21,8,20,0.5,0.38240177550683
"s5","s1",0.35,8,20,0.5,-0.31039557360049
"s5","s2",0.278,8,20,0.5,-0.34959776686861
"s5","s3",0.233,8,20,0.5,-0.28201011665561
"s5","s4",0.405,8,20,0.5,0.0868814019578199
"s1","s2",0.004,9,20,0.5,-1.1384814006883
"s1","s3",0.061,9,20,0.5,1.4434432742126
"s1","s4",0.073,9,20,0.5,-1.07603451508315
"s1","s5",0.498,9,20,0.5,0.00703448127090001
"s2","s1",0.436,9,20,0.5,0.16806023578307
"s2","s3",0.001,9,20,0.5,-1.90095439785387
"s2","s4",0.001,9,20,0.5,-2.0135784984303
"s2","s5",0.047,9,20,0.5,-1.24346066205091
"s3","s1",0.165,9,20,0.5,-0.92045571944467
"s3","s2",0.084,9,20,0.5,-0.86989885834423
"s3","s4",0.151,9,20,0.5,-0.75515904765037
"s3","s5",0.176,9,20,0.5,-0.52419039884941
"s4","s1",0.089,9,20,0.5,0.5421469644087
"s4","s2",0.048,9,20,0.5,0.8086948654635
"s4","s3",0.471,9,20,0.5,0.0617025377170499
"s4","s5",0.047,9,20,0.5,0.92949894642304
"s5","s1",0.042,9,20,0.5,1.51498851757969
"s5","s2",0.126,9,20,0.5,-1.0255724458034
"s5","s3",0.27,9,20,0.5,-0.4105998572243
"s5","s4",0.467,9,20,0.5,0.0673056302947099
"s1","s2",0.01,10,20,0.5,-1.68033004456729
"s1","s3",0.404,10,20,0.5,-0.14238467009901
"s1","s4",0.423,10,20,0.5,-0.16297620221346
"s1","s5",0.187,10,20,0.5,-0.527045922137581
"s2","s1",0.398,10,20,0.5,-0.25729728907813
"s2","s3",0.001,10,20,0.5,-1.474521619343
"s2","s4",0.035,10,20,0.5,-0.95508993782932
"s2","s5",0.129,10,20,0.5,-0.58884810095636
"s3","s1",0.402,10,20,0.5,-0.24872136576127
"s3","s2",0.319,10,20,0.5,0.19502016136789
"s3","s4",0.14,10,20,0.5,0.43544989104667
"s3","s5",0.258,10,20,0.5,0.416124530958601
"s4","s1",0.12,10,20,0.5,1.14358544745687
"s4","s2",0.064,10,20,0.5,0.6354250051861
"s4","s3",0.482,10,20,0.5,0.0158771003131699
"s4","s5",0.285,10,20,0.5,0.27811558306505
"s5","s1",0.263,10,20,0.5,0.4392214521408
"s5","s2",0.452,10,20,0.5,-0.0793402222263602
"s5","s3",0.377,10,20,0.5,0.18983830051856
"s5","s4",0.123,10,20,0.5,-0.60528716281752
"s1","s2",0.251,11,20,0.5,0.22012611728713
"s1","s3",0.082,11,20,0.5,0.87138886309708
"s1","s4",0.443,11,20,0.5,-0.134019064477981
"s1","s5",0.369,11,20,0.5,-0.28631934203503
"s2","s1",0.003,11,20,0.5,1.17579173606948
"s2","s3",0.009,11,20,0.5,-0.81474226232656
"s2","s4",0.222,11,20,0.5,-0.35206394331514
"s2","s5",0.51,11,20,0.5,0
"s3","s1",0.45,11,20,0.5,0.0777312565717199
"s3","s2",0.017,11,20,0.5,1.06868722097869
"s3","s4",0.401,11,20,0.5,-0.0898459273632501
"s3","s5",0.122,11,20,0.5,1.04673762382886
"s4","s1",0.361,11,20,0.5,0.23542384804021
"s4","s2",0.027,11,20,0.5,0.92826427421605
"s4","s3",0.24,11,20,0.5,0.29514623204963
"s4","s5",0.279,11,20,0.5,-0.38805164922779
"s5","s1",0.023,11,20,0.5,-1.2274892480604
"s5","s2",0.002,11,20,0.5,2.15878548139374
"s5","s3",0.381,11,20,0.5,0.1701583278491
"s5","s4",0.43,11,20,0.5,-0.11192021912897
"s1","s2",0.004,12,20,0.5,-0.83754812809517
"s1","s3",0.334,12,20,0.5,0.47793006172677
"s1","s4",0.452,12,20,0.5,-0.14343671714078
"s1","s5",0.277,12,20,0.5,-0.34059015641029
"s2","s1",0.431,12,20,0.5,-0.23332141884189
"s2","s3",0.001,12,20,0.5,-0.83422669432078
"s2","s4",0.002,12,20,0.5,-1.4410261786774
"s2","s5",0.082,12,20,0.5,0.943287041412
"s3","s1",0.207,12,20,0.5,0.38421112566015
"s3","s2",0.038,12,20,0.5,0.82534088505764
"s3","s4",0.463,12,20,0.5,-0.0749394222546997
"s3","s5",0.122,12,20,0.5,1.23082480548979
"s4","s1",0.171,12,20,0.5,0.30033783820199
"s4","s2",0.219,12,20,0.5,0.33487750991965
"s4","s3",0.071,12,20,0.5,0.68351797220644
"s4","s5",0.122,12,20,0.5,-0.72180779740441
"s5","s1",0.391,12,20,0.5,0.30353438516129
"s5","s2",0.213,12,20,0.5,-0.53681841382563
"s5","s3",0.449,12,20,0.5,-0.11293264620052
"s5","s4",0.416,12,20,0.5,0.16154722200701
"s1","s2",0.001,13,20,0.5,-1.69361057730466
"s1","s3",0.039,13,20,0.5,-0.93756933178449
"s1","s4",0.047,13,20,0.5,-0.86173598536681
"s1","s5",0.335,13,20,0.5,-0.39327464050503
"s2","s1",0.064,13,20,0.5,1.03583287111513
"s2","s3",0.001,13,20,0.5,-1.80327879190202
"s2","s4",0.001,13,20,0.5,-1.73936753523046
"s2","s5",0.011,13,20,0.5,1.39764372868474
"s3","s1",0.017,13,20,0.5,1.023115729826
"s3","s2",0.167,13,20,0.5,0.41590649739367
"s3","s4",0.482,13,20,0.5,0.0430337232716296
"s3","s5",0.474,13,20,0.5,-0.06625389925714
"s4","s1",0.259,13,20,0.5,-0.32453341323429
"s4","s2",0.415,13,20,0.5,0.1841888808152
"s4","s3",0.012,13,20,0.5,-1.43439479120544
"s4","s5",0.469,13,20,0.5,-0.0846663198473703
"s5","s1",0.407,13,20,0.5,0.21582894877369
"s5","s2",0.031,13,20,0.5,1.22410688651847
"s5","s3",0.356,13,20,0.5,0.26446637073726
"s5","s4",0.017,13,20,0.5,1.47028878373012
"s1","s2",0.007,14,20,0.5,-1.61938920201478
"s1","s3",0.079,14,20,0.5,-0.80010839362262
"s1","s4",0.046,14,20,0.5,-1.06483405304726
